Datetime,Celsius,Temp,Decimal,
18.07.18 11:14:01,C,13,098
18.07.18 11:14:31,C,13,6
18.07.18 11:15:01,C,13,6
18.07.18 11:15:31,C,13,6
18.07.18 11:16:01,C,14,101
18.07.18 11:16:31,C,14,101
18.07.18 11:17:01,C,14,101
18.07.18 11:17:31,C,14,602
18.07.18 11:18:01,C,14,602
18.07.18 11:18:31,C,14,602
18.07.18 11:19:01,C,15,103
18.07.18 11:19:31,C,15,103
18.07.18 11:20:01,C,15,604
18.07.18 11:20:31,C,15,103
18.07.18 11:21:01,C,15,103
18.07.18 11:21:31,C,15,103
18.07.18 11:22:01,C,14,602
18.07.18 11:22:31,C,14,602
18.07.18 11:23:01,C,14,602
18.07.18 11:23:31,C,14,602
18.07.18 11:24:01,C,14,101
18.07.18 11:24:31,C,14,602
18.07.18 11:25:01,C,14,101
18.07.18 11:25:31,C,14,101
18.07.18 11:26:01,C,13,6
18.07.18 11:26:31,C,13,6
18.07.18 11:27:01,C,13,098
18.07.18 11:27:31,C,13,098
18.07.18 11:28:01,C,13,098
18.07.18 11:28:31,C,13,098
18.07.18 11:29:01,C,13,098
18.07.18 11:29:31,C,13,098
18.07.18 11:30:01,C,13,098
18.07.18 11:30:31,C,13,098
18.07.18 11:31:01,C,13,098
18.07.18 11:31:31,C,12,597
18.07.18 11:32:01,C,12,597
18.07.18 11:32:31,C,12,597
18.07.18 11:33:01,C,12,597
18.07.18 11:33:31,C,12,096
18.07.18 11:34:01,C,12,096
18.07.18 11:34:31,C,12,096
18.07.18 11:35:01,C,12,597
18.07.18 11:35:31,C,12,597
18.07.18 11:36:01,C,12,597
18.07.18 11:36:31,C,13,098
18.07.18 11:37:01,C,13,098
18.07.18 11:37:31,C,13,6
18.07.18 11:38:01,C,13,6
18.07.18 11:38:31,C,13,6
18.07.18 11:39:01,C,13,6
18.07.18 11:39:31,C,13,6
18.07.18 11:40:01,C,13,6
18.07.18 11:40:31,C,13,6
18.07.18 11:41:01,C,13,6
18.07.18 11:41:31,C,13,6
18.07.18 11:42:01,C,13,6
18.07.18 11:42:31,C,14,101
18.07.18 11:43:01,C,14,602
18.07.18 11:43:31,C,14,602
18.07.18 11:44:01,C,14,602
18.07.18 11:44:31,C,14,602
18.07.18 11:45:01,C,14,602
18.07.18 11:45:31,C,14,101
18.07.18 11:46:01,C,14,101
18.07.18 11:46:31,C,14,101
18.07.18 11:47:01,C,13,6
18.07.18 11:47:31,C,13,6
18.07.18 11:48:01,C,13,6
18.07.18 11:48:31,C,13,6
18.07.18 11:49:01,C,13,6
18.07.18 11:49:31,C,13,6
18.07.18 11:50:01,C,13,6
18.07.18 11:50:31,C,14,101
18.07.18 11:51:01,C,14,602
18.07.18 11:51:31,C,14,602
18.07.18 11:52:01,C,15,103
18.07.18 11:52:31,C,15,103
18.07.18 11:53:01,C,15,103
18.07.18 11:53:31,C,15,604
18.07.18 11:54:01,C,15,604
18.07.18 11:54:31,C,16,105
18.07.18 11:55:01,C,16,606
18.07.18 11:55:31,C,16,606
18.07.18 11:56:01,C,17,107
18.07.18 11:56:31,C,17,107
18.07.18 11:57:01,C,17,607
18.07.18 11:57:31,C,17,607
18.07.18 11:58:01,C,17,607
18.07.18 11:58:31,C,17,607
18.07.18 11:59:01,C,17,107
18.07.18 11:59:31,C,17,107
18.07.18 12:00:01,C,16,606
18.07.18 12:00:31,C,16,105
18.07.18 12:01:01,C,15,604
18.07.18 12:01:31,C,15,103
18.07.18 12:02:01,C,15,604
18.07.18 12:02:31,C,15,604
18.07.18 12:03:01,C,16,105
18.07.18 12:03:31,C,16,606
18.07.18 12:04:01,C,16,606
18.07.18 12:04:31,C,17,107
18.07.18 12:05:01,C,17,107
18.07.18 12:05:31,C,17,607
18.07.18 12:06:01,C,17,607
18.07.18 12:06:31,C,17,107
18.07.18 12:07:01,C,17,107
18.07.18 12:07:31,C,16,606
18.07.18 12:08:01,C,16,606
18.07.18 12:08:31,C,16,606
18.07.18 12:09:01,C,16,105
18.07.18 12:09:31,C,16,105
18.07.18 12:10:01,C,16,105
18.07.18 12:10:31,C,16,105
18.07.18 12:11:01,C,16,105
18.07.18 12:11:31,C,15,604
18.07.18 12:12:01,C,15,604
18.07.18 12:12:31,C,15,103
18.07.18 12:13:01,C,15,103
18.07.18 12:13:31,C,15,103
18.07.18 12:14:01,C,15,103
18.07.18 12:14:31,C,14,602
18.07.18 12:15:01,C,14,602
18.07.18 12:15:31,C,14,602
18.07.18 12:16:01,C,14,101
18.07.18 12:16:31,C,14,101
18.07.18 12:17:01,C,13,6
18.07.18 12:17:31,C,13,6
18.07.18 12:18:01,C,13,098
18.07.18 12:18:31,C,13,098
18.07.18 12:19:01,C,12,597
18.07.18 12:19:31,C,12,597
18.07.18 12:20:01,C,12,597
18.07.18 12:20:31,C,12,096
18.07.18 12:21:01,C,12,096
18.07.18 12:21:31,C,12,096
18.07.18 12:22:01,C,12,096
18.07.18 12:22:31,C,12,096
18.07.18 12:23:01,C,12,096
18.07.18 12:23:31,C,12,096
18.07.18 12:24:01,C,12,096
18.07.18 12:24:31,C,12,597
18.07.18 12:25:01,C,12,597
18.07.18 12:25:31,C,12,597
18.07.18 12:26:01,C,12,597
18.07.18 12:26:31,C,12,597
18.07.18 12:27:01,C,12,597
18.07.18 12:27:31,C,12,597
18.07.18 12:28:01,C,12,096
18.07.18 12:28:31,C,12,096
18.07.18 12:29:01,C,12,096
18.07.18 12:29:31,C,12,096
18.07.18 12:30:01,C,12,096
18.07.18 12:30:31,C,12,096
18.07.18 12:31:01,C,11,594
18.07.18 12:31:31,C,11,594
18.07.18 12:32:01,C,12,096
18.07.18 12:32:31,C,12,096
18.07.18 12:33:01,C,12,096
18.07.18 12:33:31,C,12,096
18.07.18 12:34:01,C,12,597
18.07.18 12:34:31,C,12,597
18.07.18 12:35:01,C,12,597
18.07.18 12:35:31,C,12,597
18.07.18 12:36:01,C,12,597
18.07.18 12:36:31,C,13,098
18.07.18 12:37:01,C,13,098
18.07.18 12:37:31,C,12,597
18.07.18 12:38:01,C,12,597
18.07.18 12:38:31,C,12,597
18.07.18 12:39:01,C,12,597
18.07.18 12:39:31,C,12,597
18.07.18 12:40:01,C,12,597
18.07.18 12:40:31,C,12,597
18.07.18 12:41:01,C,12,096
18.07.18 12:41:31,C,12,597
18.07.18 12:42:01,C,12,597
18.07.18 12:42:31,C,12,597
18.07.18 12:43:01,C,12,597
18.07.18 12:43:31,C,12,597
18.07.18 12:44:01,C,12,597
18.07.18 12:44:31,C,13,098
18.07.18 12:45:01,C,13,098
18.07.18 12:45:31,C,13,098
18.07.18 12:46:01,C,13,098
18.07.18 12:46:31,C,12,597
18.07.18 12:47:01,C,12,597
18.07.18 12:47:31,C,12,597
18.07.18 12:48:01,C,12,597
18.07.18 12:48:31,C,12,096
18.07.18 12:49:01,C,12,096
18.07.18 12:49:31,C,12,096
18.07.18 12:50:01,C,12,096
18.07.18 12:50:31,C,12,096
18.07.18 12:51:01,C,11,594
18.07.18 12:51:31,C,11,594
18.07.18 12:52:01,C,11,594
18.07.18 12:52:31,C,11,594
18.07.18 12:53:01,C,11,594
18.07.18 12:53:31,C,11,594
18.07.18 12:54:01,C,11,594
18.07.18 12:54:31,C,11,093
18.07.18 12:55:01,C,11,093
18.07.18 12:55:31,C,11,093
18.07.18 12:56:01,C,11,093
18.07.18 12:56:31,C,11,093
18.07.18 12:57:01,C,11,093
18.07.18 12:57:31,C,11,093
18.07.18 12:58:01,C,11,093
18.07.18 12:58:31,C,11,093
18.07.18 12:59:01,C,11,093
18.07.18 12:59:31,C,11,093
18.07.18 13:00:01,C,11,093
18.07.18 13:00:31,C,11,093
18.07.18 13:01:01,C,11,093
18.07.18 13:01:31,C,11,093
18.07.18 13:02:01,C,11,093
18.07.18 13:02:31,C,11,093
18.07.18 13:03:01,C,11,093
18.07.18 13:03:31,C,11,093
18.07.18 13:04:01,C,11,093
18.07.18 13:04:31,C,11,093
18.07.18 13:05:01,C,11,594
18.07.18 13:05:31,C,11,594
18.07.18 13:06:01,C,11,594
18.07.18 13:06:31,C,11,594
18.07.18 13:07:01,C,11,594
18.07.18 13:07:31,C,11,594
18.07.18 13:08:01,C,11,594
18.07.18 13:08:31,C,11,594
